id|version|type|emotion_level|emotion_intensity|direction|text
13001|1|emotion|happy|1|밝지만 과하지 않게 자연스럽게 읽어주세요|좋은 결과가 나와서 다행입니다.
13002|1|emotion|happy|2|기쁜 마음이 느껴지도록 밝게 읽어주세요|정말 반가운 소식이네요.
13003|1|emotion|happy|3|신나는 느낌을 살려 힘 있게 읽어주세요|오늘은 정말 최고의 날입니다.
13004|1|emotion|sad|1|차분하고 담담하게 읽어주세요|조금 아쉽지만 받아들이겠습니다.
13005|1|emotion|sad|2|아쉬운 감정이 느껴지도록 조용히 읽어주세요|생각보다 결과가 좋지 않았네요.
13006|1|emotion|sad|3|무거운 감정을 담아 천천히 읽어주세요|마음이 많이 무거운 하루입니다.
13007|1|emotion|angry|1|단호하지만 감정을 절제해서 읽어주세요|이 부분은 다시 확인이 필요합니다.
13008|1|emotion|angry|2|답답한 느낌을 담아 단호하게 읽어주세요|왜 같은 문제가 계속 반복되는 걸까요.
13009|1|emotion|angry|3|강한 불만이 느껴지도록 힘 있게 읽어주세요|이건 정말 납득하기 어렵습니다.
13010|1|emotion|calm|1|편안하고 안정적인 톤으로 읽어주세요|천천히 하나씩 보면 괜찮을 겁니다.
13011|1|emotion|calm|2|차분하게 안정을 주듯 읽어주세요|지금은 서두르지 않아도 됩니다.
13012|1|emotion|calm|3|깊이 안정시키듯 느리고 부드럽게 읽어주세요|괜찮습니다, 차분히 정리해 봅시다.
13013|1|emotion|comfort|1|부드럽게 위로하듯 읽어주세요|걱정하지 않으셔도 됩니다.
13014|1|emotion|comfort|2|따뜻한 마음이 느껴지도록 읽어주세요|괜찮아요, 충분히 그럴 수 있습니다.
13015|1|emotion|comfort|3|진심으로 위로하듯 깊게 읽어주세요|지금까지 정말 많이 버티셨습니다.
13016|1|emotion|worried|1|조심스럽고 낮은 톤으로 읽어주세요|조금 더 지켜볼 필요가 있겠습니다.
13017|1|emotion|worried|2|염려가 느껴지도록 신중하게 읽어주세요|이 부분은 다시 점검하는 게 좋겠습니다.
13018|1|emotion|worried|3|불안한 감정을 담아 천천히 읽어주세요|상황이 생각보다 좋지 않아 보입니다.
13019|1|emotion|serious|1|진지하고 또렷하게 읽어주세요|이 사안은 가볍게 볼 수 없습니다.
13020|1|emotion|serious|2|무게감 있게 천천히 읽어주세요|지금은 신중한 판단이 필요한 시점입니다.
13021|1|emotion|serious|3|매우 엄중한 분위기로 읽어주세요|이번 결정은 큰 영향을 줄 수 있습니다.
13022|1|emotion|excited|1|기대감을 살짝 담아 읽어주세요|이제 곧 시작된다는 생각에 설렙니다.
13023|1|emotion|excited|2|활기차고 생기 있게 읽어주세요|정말 기대하던 순간이 다가오고 있습니다.
13024|1|emotion|excited|3|들뜬 기분이 느껴지도록 힘 있게 읽어주세요|와, 드디어 기다리던 날이 왔습니다.
13025|1|emotion|relief|1|안도하는 느낌으로 부드럽게 읽어주세요|큰 문제 없이 지나가서 다행입니다.
13026|1|emotion|relief|2|긴장이 풀리는 느낌으로 읽어주세요|이제야 조금 마음이 놓이네요.
13027|1|emotion|relief|3|깊은 안도감을 담아 천천히 읽어주세요|정말 큰일 없이 끝나서 다행입니다.
13028|1|emotion|surprised|1|가벼운 놀라움을 담아 읽어주세요|생각보다 훨씬 빠르네요.
13029|1|emotion|surprised|2|놀란 느낌이 확실히 들도록 읽어주세요|어, 이런 결과가 나올 줄은 몰랐어요.
13030|1|emotion|surprised|3|강한 놀라움을 담아 힘 있게 읽어주세요|정말 이 정도일 줄은 전혀 예상 못 했습니다.
13031|1|emotion|grateful|1|고마운 마음을 담아 부드럽게 읽어주세요|도와주셔서 감사합니다.
13032|1|emotion|grateful|2|감사의 감정이 잘 전해지도록 읽어주세요|정말 큰 도움이 되었습니다.
13033|1|emotion|grateful|3|깊은 감사가 느껴지도록 천천히 읽어주세요|진심으로 감사드립니다.
13034|1|emotion|disappointed|1|실망감을 절제해서 읽어주세요|조금 기대와는 달랐습니다.
13035|1|emotion|disappointed|2|실망한 감정이 느껴지도록 읽어주세요|생각했던 결과와 많이 다르네요.
13036|1|emotion|disappointed|3|깊은 실망을 담아 천천히 읽어주세요|정말 많이 아쉬운 결과입니다.
13037|1|emotion|hopeful|1|희망을 담아 밝게 읽어주세요|조금씩 나아질 수 있을 겁니다.
13038|1|emotion|hopeful|2|기대와 희망이 전해지도록 읽어주세요|이번에는 좋은 방향으로 흘러갈 것 같습니다.
13039|1|emotion|hopeful|3|강한 확신과 희망을 담아 읽어주세요|분명히 더 나은 결과를 만들 수 있습니다.
13040|1|emotion|happy|1|밝지만 과하지 않게 자연스럽게 읽어주세요|좋은 결과가 나와서 다행입니다.
13041|1|emotion|happy|2|기쁜 마음이 느껴지도록 밝게 읽어주세요|정말 반가운 소식이네요.
13042|1|emotion|happy|3|신나는 느낌을 살려 힘 있게 읽어주세요|오늘은 정말 최고의 날입니다.
13043|1|emotion|sad|1|차분하고 담담하게 읽어주세요|조금 아쉽지만 받아들이겠습니다.
13044|1|emotion|sad|2|아쉬운 감정이 느껴지도록 조용히 읽어주세요|생각보다 결과가 좋지 않았네요.
13045|1|emotion|sad|3|무거운 감정을 담아 천천히 읽어주세요|마음이 많이 무거운 하루입니다.
13046|1|emotion|angry|1|단호하지만 감정을 절제해서 읽어주세요|이 부분은 다시 확인이 필요합니다.
13047|1|emotion|angry|2|답답한 느낌을 담아 단호하게 읽어주세요|왜 같은 문제가 계속 반복되는 걸까요.
13048|1|emotion|angry|3|강한 불만이 느껴지도록 힘 있게 읽어주세요|이건 정말 납득하기 어렵습니다.
13049|1|emotion|calm|1|편안하고 안정적인 톤으로 읽어주세요|천천히 하나씩 보면 괜찮을 겁니다.
13050|1|emotion|calm|2|차분하게 안정을 주듯 읽어주세요|지금은 서두르지 않아도 됩니다.
13051|1|emotion|calm|3|깊이 안정시키듯 느리고 부드럽게 읽어주세요|괜찮습니다, 차분히 정리해 봅시다.
13052|1|emotion|comfort|1|부드럽게 위로하듯 읽어주세요|걱정하지 않으셔도 됩니다.
13053|1|emotion|comfort|2|따뜻한 마음이 느껴지도록 읽어주세요|괜찮아요, 충분히 그럴 수 있습니다.
13054|1|emotion|comfort|3|진심으로 위로하듯 깊게 읽어주세요|지금까지 정말 많이 버티셨습니다.
13055|1|emotion|worried|1|조심스럽고 낮은 톤으로 읽어주세요|조금 더 지켜볼 필요가 있겠습니다.
13056|1|emotion|worried|2|염려가 느껴지도록 신중하게 읽어주세요|이 부분은 다시 점검하는 게 좋겠습니다.
13057|1|emotion|worried|3|불안한 감정을 담아 천천히 읽어주세요|상황이 생각보다 좋지 않아 보입니다.
13058|1|emotion|serious|1|진지하고 또렷하게 읽어주세요|이 사안은 가볍게 볼 수 없습니다.
13059|1|emotion|serious|2|무게감 있게 천천히 읽어주세요|지금은 신중한 판단이 필요한 시점입니다.
13060|1|emotion|serious|3|매우 엄중한 분위기로 읽어주세요|이번 결정은 큰 영향을 줄 수 있습니다.
13061|1|emotion|excited|1|기대감을 살짝 담아 읽어주세요|이제 곧 시작된다는 생각에 설렙니다.
13062|1|emotion|excited|2|활기차고 생기 있게 읽어주세요|정말 기대하던 순간이 다가오고 있습니다.
13063|1|emotion|excited|3|들뜬 기분이 느껴지도록 힘 있게 읽어주세요|와, 드디어 기다리던 날이 왔습니다.
13064|1|emotion|relief|1|안도하는 느낌으로 부드럽게 읽어주세요|큰 문제 없이 지나가서 다행입니다.
13065|1|emotion|relief|2|긴장이 풀리는 느낌으로 읽어주세요|이제야 조금 마음이 놓이네요.
13066|1|emotion|relief|3|깊은 안도감을 담아 천천히 읽어주세요|정말 큰일 없이 끝나서 다행입니다.
13067|1|emotion|surprised|1|가벼운 놀라움을 담아 읽어주세요|생각보다 훨씬 빠르네요.
13068|1|emotion|surprised|2|놀란 느낌이 확실히 들도록 읽어주세요|어, 이런 결과가 나올 줄은 몰랐어요.
13069|1|emotion|surprised|3|강한 놀라움을 담아 힘 있게 읽어주세요|정말 이 정도일 줄은 전혀 예상 못 했습니다.
13070|1|emotion|grateful|1|고마운 마음을 담아 부드럽게 읽어주세요|도와주셔서 감사합니다.
13071|1|emotion|grateful|2|감사의 감정이 잘 전해지도록 읽어주세요|정말 큰 도움이 되었습니다.
13072|1|emotion|grateful|3|깊은 감사가 느껴지도록 천천히 읽어주세요|진심으로 감사드립니다.
13073|1|emotion|disappointed|1|실망감을 절제해서 읽어주세요|조금 기대와는 달랐습니다.
13074|1|emotion|disappointed|2|실망한 감정이 느껴지도록 읽어주세요|생각했던 결과와 많이 다르네요.
13075|1|emotion|disappointed|3|깊은 실망을 담아 천천히 읽어주세요|정말 많이 아쉬운 결과입니다.
13076|1|emotion|hopeful|1|희망을 담아 밝게 읽어주세요|조금씩 나아질 수 있을 겁니다.
13077|1|emotion|hopeful|2|기대와 희망이 전해지도록 읽어주세요|이번에는 좋은 방향으로 흘러갈 것 같습니다.
13078|1|emotion|hopeful|3|강한 확신과 희망을 담아 읽어주세요|분명히 더 나은 결과를 만들 수 있습니다.
13079|1|emotion|happy|1|밝지만 과하지 않게 자연스럽게 읽어주세요|좋은 결과가 나와서 다행입니다.
13080|1|emotion|happy|2|기쁜 마음이 느껴지도록 밝게 읽어주세요|정말 반가운 소식이네요.
13081|1|emotion|happy|3|신나는 느낌을 살려 힘 있게 읽어주세요|오늘은 정말 최고의 날입니다.
13082|1|emotion|sad|1|차분하고 담담하게 읽어주세요|조금 아쉽지만 받아들이겠습니다.
13083|1|emotion|sad|2|아쉬운 감정이 느껴지도록 조용히 읽어주세요|생각보다 결과가 좋지 않았네요.
13084|1|emotion|sad|3|무거운 감정을 담아 천천히 읽어주세요|마음이 많이 무거운 하루입니다.
13085|1|emotion|angry|1|단호하지만 감정을 절제해서 읽어주세요|이 부분은 다시 확인이 필요합니다.
13086|1|emotion|angry|2|답답한 느낌을 담아 단호하게 읽어주세요|왜 같은 문제가 계속 반복되는 걸까요.
13087|1|emotion|angry|3|강한 불만이 느껴지도록 힘 있게 읽어주세요|이건 정말 납득하기 어렵습니다.
13088|1|emotion|calm|1|편안하고 안정적인 톤으로 읽어주세요|천천히 하나씩 보면 괜찮을 겁니다.
13089|1|emotion|calm|2|차분하게 안정을 주듯 읽어주세요|지금은 서두르지 않아도 됩니다.
13090|1|emotion|calm|3|깊이 안정시키듯 느리고 부드럽게 읽어주세요|괜찮습니다, 차분히 정리해 봅시다.
13091|1|emotion|comfort|1|부드럽게 위로하듯 읽어주세요|걱정하지 않으셔도 됩니다.
13092|1|emotion|comfort|2|따뜻한 마음이 느껴지도록 읽어주세요|괜찮아요, 충분히 그럴 수 있습니다.
13093|1|emotion|comfort|3|진심으로 위로하듯 깊게 읽어주세요|지금까지 정말 많이 버티셨습니다.
13094|1|emotion|worried|1|조심스럽고 낮은 톤으로 읽어주세요|조금 더 지켜볼 필요가 있겠습니다.
13095|1|emotion|worried|2|염려가 느껴지도록 신중하게 읽어주세요|이 부분은 다시 점검하는 게 좋겠습니다.
13096|1|emotion|worried|3|불안한 감정을 담아 천천히 읽어주세요|상황이 생각보다 좋지 않아 보입니다.
13097|1|emotion|serious|1|진지하고 또렷하게 읽어주세요|이 사안은 가볍게 볼 수 없습니다.
13098|1|emotion|serious|2|무게감 있게 천천히 읽어주세요|지금은 신중한 판단이 필요한 시점입니다.
13099|1|emotion|serious|3|매우 엄중한 분위기로 읽어주세요|이번 결정은 큰 영향을 줄 수 있습니다.
13100|1|emotion|excited|1|기대감을 살짝 담아 읽어주세요|이제 곧 시작된다는 생각에 설렙니다.
13101|1|emotion|excited|2|활기차고 생기 있게 읽어주세요|정말 기대하던 순간이 다가오고 있습니다.
13102|1|emotion|excited|3|들뜬 기분이 느껴지도록 힘 있게 읽어주세요|와, 드디어 기다리던 날이 왔습니다.
13103|1|emotion|relief|1|안도하는 느낌으로 부드럽게 읽어주세요|큰 문제 없이 지나가서 다행입니다.
13104|1|emotion|relief|2|긴장이 풀리는 느낌으로 읽어주세요|이제야 조금 마음이 놓이네요.
13105|1|emotion|relief|3|깊은 안도감을 담아 천천히 읽어주세요|정말 큰일 없이 끝나서 다행입니다.
13106|1|emotion|surprised|1|가벼운 놀라움을 담아 읽어주세요|생각보다 훨씬 빠르네요.
13107|1|emotion|surprised|2|놀란 느낌이 확실히 들도록 읽어주세요|어, 이런 결과가 나올 줄은 몰랐어요.
13108|1|emotion|surprised|3|강한 놀라움을 담아 힘 있게 읽어주세요|정말 이 정도일 줄은 전혀 예상 못 했습니다.
13109|1|emotion|grateful|1|고마운 마음을 담아 부드럽게 읽어주세요|도와주셔서 감사합니다.
13110|1|emotion|grateful|2|감사의 감정이 잘 전해지도록 읽어주세요|정말 큰 도움이 되었습니다.
13111|1|emotion|grateful|3|깊은 감사가 느껴지도록 천천히 읽어주세요|진심으로 감사드립니다.
13112|1|emotion|disappointed|1|실망감을 절제해서 읽어주세요|조금 기대와는 달랐습니다.
13113|1|emotion|disappointed|2|실망한 감정이 느껴지도록 읽어주세요|생각했던 결과와 많이 다르네요.
13114|1|emotion|disappointed|3|깊은 실망을 담아 천천히 읽어주세요|정말 많이 아쉬운 결과입니다.
13115|1|emotion|hopeful|1|희망을 담아 밝게 읽어주세요|조금씩 나아질 수 있을 겁니다.
13116|1|emotion|hopeful|2|기대와 희망이 전해지도록 읽어주세요|이번에는 좋은 방향으로 흘러갈 것 같습니다.
13117|1|emotion|hopeful|3|강한 확신과 희망을 담아 읽어주세요|분명히 더 나은 결과를 만들 수 있습니다.
13118|1|emotion|happy|1|밝지만 과하지 않게 자연스럽게 읽어주세요|좋은 결과가 나와서 다행입니다.
13119|1|emotion|happy|2|기쁜 마음이 느껴지도록 밝게 읽어주세요|정말 반가운 소식이네요.
13120|1|emotion|happy|3|신나는 느낌을 살려 힘 있게 읽어주세요|오늘은 정말 최고의 날입니다.
13121|1|emotion|sad|1|차분하고 담담하게 읽어주세요|조금 아쉽지만 받아들이겠습니다.
13122|1|emotion|sad|2|아쉬운 감정이 느껴지도록 조용히 읽어주세요|생각보다 결과가 좋지 않았네요.
13123|1|emotion|sad|3|무거운 감정을 담아 천천히 읽어주세요|마음이 많이 무거운 하루입니다.
13124|1|emotion|angry|1|단호하지만 감정을 절제해서 읽어주세요|이 부분은 다시 확인이 필요합니다.
13125|1|emotion|angry|2|답답한 느낌을 담아 단호하게 읽어주세요|왜 같은 문제가 계속 반복되는 걸까요.
13126|1|emotion|angry|3|강한 불만이 느껴지도록 힘 있게 읽어주세요|이건 정말 납득하기 어렵습니다.
13127|1|emotion|calm|1|편안하고 안정적인 톤으로 읽어주세요|천천히 하나씩 보면 괜찮을 겁니다.
13128|1|emotion|calm|2|차분하게 안정을 주듯 읽어주세요|지금은 서두르지 않아도 됩니다.
13129|1|emotion|calm|3|깊이 안정시키듯 느리고 부드럽게 읽어주세요|괜찮습니다, 차분히 정리해 봅시다.
13130|1|emotion|comfort|1|부드럽게 위로하듯 읽어주세요|걱정하지 않으셔도 됩니다.
13131|1|emotion|comfort|2|따뜻한 마음이 느껴지도록 읽어주세요|괜찮아요, 충분히 그럴 수 있습니다.
13132|1|emotion|comfort|3|진심으로 위로하듯 깊게 읽어주세요|지금까지 정말 많이 버티셨습니다.
13133|1|emotion|worried|1|조심스럽고 낮은 톤으로 읽어주세요|조금 더 지켜볼 필요가 있겠습니다.
13134|1|emotion|worried|2|염려가 느껴지도록 신중하게 읽어주세요|이 부분은 다시 점검하는 게 좋겠습니다.
13135|1|emotion|worried|3|불안한 감정을 담아 천천히 읽어주세요|상황이 생각보다 좋지 않아 보입니다.
13136|1|emotion|serious|1|진지하고 또렷하게 읽어주세요|이 사안은 가볍게 볼 수 없습니다.
13137|1|emotion|serious|2|무게감 있게 천천히 읽어주세요|지금은 신중한 판단이 필요한 시점입니다.
13138|1|emotion|serious|3|매우 엄중한 분위기로 읽어주세요|이번 결정은 큰 영향을 줄 수 있습니다.
13139|1|emotion|excited|1|기대감을 살짝 담아 읽어주세요|이제 곧 시작된다는 생각에 설렙니다.
13140|1|emotion|excited|2|활기차고 생기 있게 읽어주세요|정말 기대하던 순간이 다가오고 있습니다.
13141|1|emotion|excited|3|들뜬 기분이 느껴지도록 힘 있게 읽어주세요|와, 드디어 기다리던 날이 왔습니다.
13142|1|emotion|relief|1|안도하는 느낌으로 부드럽게 읽어주세요|큰 문제 없이 지나가서 다행입니다.
13143|1|emotion|relief|2|긴장이 풀리는 느낌으로 읽어주세요|이제야 조금 마음이 놓이네요.
13144|1|emotion|relief|3|깊은 안도감을 담아 천천히 읽어주세요|정말 큰일 없이 끝나서 다행입니다.
13145|1|emotion|surprised|1|가벼운 놀라움을 담아 읽어주세요|생각보다 훨씬 빠르네요.
13146|1|emotion|surprised|2|놀란 느낌이 확실히 들도록 읽어주세요|어, 이런 결과가 나올 줄은 몰랐어요.
13147|1|emotion|surprised|3|강한 놀라움을 담아 힘 있게 읽어주세요|정말 이 정도일 줄은 전혀 예상 못 했습니다.
13148|1|emotion|grateful|1|고마운 마음을 담아 부드럽게 읽어주세요|도와주셔서 감사합니다.
13149|1|emotion|grateful|2|감사의 감정이 잘 전해지도록 읽어주세요|정말 큰 도움이 되었습니다.
13150|1|emotion|grateful|3|깊은 감사가 느껴지도록 천천히 읽어주세요|진심으로 감사드립니다.
13151|1|emotion|disappointed|1|실망감을 절제해서 읽어주세요|조금 기대와는 달랐습니다.
13152|1|emotion|disappointed|2|실망한 감정이 느껴지도록 읽어주세요|생각했던 결과와 많이 다르네요.
13153|1|emotion|disappointed|3|깊은 실망을 담아 천천히 읽어주세요|정말 많이 아쉬운 결과입니다.
13154|1|emotion|hopeful|1|희망을 담아 밝게 읽어주세요|조금씩 나아질 수 있을 겁니다.
13155|1|emotion|hopeful|2|기대와 희망이 전해지도록 읽어주세요|이번에는 좋은 방향으로 흘러갈 것 같습니다.
13156|1|emotion|hopeful|3|강한 확신과 희망을 담아 읽어주세요|분명히 더 나은 결과를 만들 수 있습니다.
13157|1|emotion|happy|1|밝지만 과하지 않게 자연스럽게 읽어주세요|좋은 결과가 나와서 다행입니다.
13158|1|emotion|happy|2|기쁜 마음이 느껴지도록 밝게 읽어주세요|정말 반가운 소식이네요.
13159|1|emotion|happy|3|신나는 느낌을 살려 힘 있게 읽어주세요|오늘은 정말 최고의 날입니다.
13160|1|emotion|sad|1|차분하고 담담하게 읽어주세요|조금 아쉽지만 받아들이겠습니다.
13161|1|emotion|sad|2|아쉬운 감정이 느껴지도록 조용히 읽어주세요|생각보다 결과가 좋지 않았네요.
13162|1|emotion|sad|3|무거운 감정을 담아 천천히 읽어주세요|마음이 많이 무거운 하루입니다.
13163|1|emotion|angry|1|단호하지만 감정을 절제해서 읽어주세요|이 부분은 다시 확인이 필요합니다.
13164|1|emotion|angry|2|답답한 느낌을 담아 단호하게 읽어주세요|왜 같은 문제가 계속 반복되는 걸까요.
13165|1|emotion|angry|3|강한 불만이 느껴지도록 힘 있게 읽어주세요|이건 정말 납득하기 어렵습니다.
13166|1|emotion|calm|1|편안하고 안정적인 톤으로 읽어주세요|천천히 하나씩 보면 괜찮을 겁니다.
13167|1|emotion|calm|2|차분하게 안정을 주듯 읽어주세요|지금은 서두르지 않아도 됩니다.
13168|1|emotion|calm|3|깊이 안정시키듯 느리고 부드럽게 읽어주세요|괜찮습니다, 차분히 정리해 봅시다.
13169|1|emotion|comfort|1|부드럽게 위로하듯 읽어주세요|걱정하지 않으셔도 됩니다.
13170|1|emotion|comfort|2|따뜻한 마음이 느껴지도록 읽어주세요|괜찮아요, 충분히 그럴 수 있습니다.
13171|1|emotion|comfort|3|진심으로 위로하듯 깊게 읽어주세요|지금까지 정말 많이 버티셨습니다.
13172|1|emotion|worried|1|조심스럽고 낮은 톤으로 읽어주세요|조금 더 지켜볼 필요가 있겠습니다.
13173|1|emotion|worried|2|염려가 느껴지도록 신중하게 읽어주세요|이 부분은 다시 점검하는 게 좋겠습니다.
13174|1|emotion|worried|3|불안한 감정을 담아 천천히 읽어주세요|상황이 생각보다 좋지 않아 보입니다.
13175|1|emotion|serious|1|진지하고 또렷하게 읽어주세요|이 사안은 가볍게 볼 수 없습니다.
13176|1|emotion|serious|2|무게감 있게 천천히 읽어주세요|지금은 신중한 판단이 필요한 시점입니다.
13177|1|emotion|serious|3|매우 엄중한 분위기로 읽어주세요|이번 결정은 큰 영향을 줄 수 있습니다.
13178|1|emotion|excited|1|기대감을 살짝 담아 읽어주세요|이제 곧 시작된다는 생각에 설렙니다.
13179|1|emotion|excited|2|활기차고 생기 있게 읽어주세요|정말 기대하던 순간이 다가오고 있습니다.
13180|1|emotion|excited|3|들뜬 기분이 느껴지도록 힘 있게 읽어주세요|와, 드디어 기다리던 날이 왔습니다.
13181|1|emotion|relief|1|안도하는 느낌으로 부드럽게 읽어주세요|큰 문제 없이 지나가서 다행입니다.
13182|1|emotion|relief|2|긴장이 풀리는 느낌으로 읽어주세요|이제야 조금 마음이 놓이네요.
13183|1|emotion|relief|3|깊은 안도감을 담아 천천히 읽어주세요|정말 큰일 없이 끝나서 다행입니다.
13184|1|emotion|surprised|1|가벼운 놀라움을 담아 읽어주세요|생각보다 훨씬 빠르네요.
13185|1|emotion|surprised|2|놀란 느낌이 확실히 들도록 읽어주세요|어, 이런 결과가 나올 줄은 몰랐어요.
13186|1|emotion|surprised|3|강한 놀라움을 담아 힘 있게 읽어주세요|정말 이 정도일 줄은 전혀 예상 못 했습니다.
13187|1|emotion|grateful|1|고마운 마음을 담아 부드럽게 읽어주세요|도와주셔서 감사합니다.
13188|1|emotion|grateful|2|감사의 감정이 잘 전해지도록 읽어주세요|정말 큰 도움이 되었습니다.
13189|1|emotion|grateful|3|깊은 감사가 느껴지도록 천천히 읽어주세요|진심으로 감사드립니다.
13190|1|emotion|disappointed|1|실망감을 절제해서 읽어주세요|조금 기대와는 달랐습니다.
13191|1|emotion|disappointed|2|실망한 감정이 느껴지도록 읽어주세요|생각했던 결과와 많이 다르네요.
13192|1|emotion|disappointed|3|깊은 실망을 담아 천천히 읽어주세요|정말 많이 아쉬운 결과입니다.
13193|1|emotion|hopeful|1|희망을 담아 밝게 읽어주세요|조금씩 나아질 수 있을 겁니다.
13194|1|emotion|hopeful|2|기대와 희망이 전해지도록 읽어주세요|이번에는 좋은 방향으로 흘러갈 것 같습니다.
13195|1|emotion|hopeful|3|강한 확신과 희망을 담아 읽어주세요|분명히 더 나은 결과를 만들 수 있습니다.
13196|1|emotion|happy|1|밝지만 과하지 않게 자연스럽게 읽어주세요|좋은 결과가 나와서 다행입니다.
13197|1|emotion|happy|2|기쁜 마음이 느껴지도록 밝게 읽어주세요|정말 반가운 소식이네요.
13198|1|emotion|happy|3|신나는 느낌을 살려 힘 있게 읽어주세요|오늘은 정말 최고의 날입니다.
13199|1|emotion|sad|1|차분하고 담담하게 읽어주세요|조금 아쉽지만 받아들이겠습니다.
13200|1|emotion|sad|2|아쉬운 감정이 느껴지도록 조용히 읽어주세요|생각보다 결과가 좋지 않았네요.
